source,target,datetime
Sandro_Meloni,vcolizza,2018-06-08 09:26:43+00:00
Sandro_Meloni,vcolizza,2018-06-11 17:25:24+00:00
Sandro_Meloni,vcolizza,2018-06-12 07:14:48+00:00
Sanz_Jq,CGraciaLazaro,2018-03-22 23:59:11+00:00
Sanz_Jq,cosnet_bifi,2018-03-24 12:18:08+00:00
Sanz_Jq,cosnet_bifi,2018-06-11 17:02:57+00:00
Sarah_Morgan_UK,manlius84,2018-04-03 08:31:06+00:00
Sarah_Morgan_UK,manlius84,2018-06-05 21:51:50+00:00
Sarah_Morgan_UK,netsci2018,2018-05-25 15:36:42+00:00
Schr0dingersKat,JacobBiamonte,2018-06-11 12:19:31+00:00
SebinoStram,_AlexArenas,2018-05-16 10:48:30+00:00
SebinoStram,aaronclauset,2018-05-17 17:07:49+00:00
SebinoStram,aaronclauset,2018-05-28 19:41:34+00:00
SebinoStram,dan_marinazzo,2018-05-18 08:49:08+00:00
SebinoStram,dan_marinazzo,2018-05-26 20:12:24+00:00
SebinoStram,dan_marinazzo,2018-05-29 18:02:07+00:00
SebinoStram,dan_marinazzo,2018-05-30 06:40:51+00:00
SebinoStram,dan_marinazzo,2018-05-30 10:05:45+00:00
SebinoStram,dan_marinazzo,2018-05-31 17:02:42+00:00
SebinoStram,dan_marinazzo,2018-06-07 07:22:49+00:00
SebinoStram,dan_marinazzo,2018-06-07 18:37:30+00:00
SebinoStram,dan_marinazzo,2018-06-09 12:08:37+00:00
SebinoStram,dan_marinazzo,2018-06-09 15:09:37+00:00
SebinoStram,dan_marinazzo,2018-06-11 09:55:38+00:00
SebinoStram,manlius84,2018-05-23 06:04:55+00:00
SebinoStram,manlius84,2018-06-04 17:39:53+00:00
SebinoStram,manlius84,2018-06-07 16:16:12+00:00
SebinoStram,manlius84,2018-06-11 10:19:01+00:00
SebinoStram,marco_java,2018-05-18 18:19:58+00:00
SebinoStram,mtizzoni,2018-05-23 10:15:34+00:00
SebinoStram,spornslab,2018-05-24 13:21:43+00:00
Shugars,GuidoCaldarelli,2018-06-11 20:27:04+00:00
Shugars,PiratePeel,2018-06-08 06:44:28+00:00
Shugars,PiratePeel,2018-06-11 08:24:04+00:00
Shugars,PiratePeel,2018-06-11 20:19:50+00:00
Shugars,aaronclauset,2018-06-11 07:36:25+00:00
Shugars,netsci2018,2018-06-09 19:13:53+00:00
Shugars,robysinatra,2018-06-11 12:53:54+00:00
Shugars,robysinatra,2018-06-11 12:57:21+00:00
Shugars,ryanjgallag,2018-06-10 14:25:53+00:00
Shugars,ryanjgallag,2018-06-11 19:53:41+00:00
Shugars,svscarpino,2018-06-10 11:04:51+00:00
Shugars,vcolizza,2018-06-10 11:23:18+00:00
Shugars,vcolizza,2018-06-10 17:41:59+00:00
SoBigData,FerraginaTeach,2018-03-14 20:38:22+00:00
SoBigData,lucpappalard,2017-11-18 15:24:26+00:00
SoBigData,robysinatra,2017-09-12 06:24:44+00:00
SophieMeakin,IacopoIacopini,2017-06-13 15:58:46+00:00
SophieMeakin,LHDnets,2018-06-10 14:26:00+00:00
SophieMeakin,bansallab,2018-04-06 16:10:24+00:00
SophieMeakin,pratha_sah,2018-04-06 18:26:58+00:00
SophieMeakin,vcolizza,2018-06-04 12:50:50+00:00
Tatmann9,PiratePeel,2018-03-02 20:25:11+00:00
Tatmann9,PiratePeel,2018-05-03 12:52:49+00:00
Tatmann9,PiratePeel,2018-05-17 09:08:25+00:00
Tatmann9,RenaudLambiotte,2017-08-30 08:19:04+00:00
Tatmann9,_jgyou,2017-09-22 16:40:25+00:00
Tatmann9,_jgyou,2017-10-05 21:53:32+00:00
Tatmann9,_jgyou,2017-11-09 19:30:44+00:00
Tatmann9,_jgyou,2017-11-13 21:47:06+00:00
Tatmann9,_jgyou,2017-12-04 17:43:46+00:00
Tatmann9,_jgyou,2018-02-12 17:48:50+00:00
Tatmann9,_jgyou,2018-03-13 00:11:03+00:00
Tatmann9,_jgyou,2018-03-16 22:59:22+00:00
Tatmann9,_jgyou,2018-03-28 13:41:59+00:00
Tatmann9,aaronclauset,2018-02-21 21:30:04+00:00
Tatmann9,aaronclauset,2018-03-01 17:28:56+00:00
Tatmann9,aaronclauset,2018-05-09 19:52:59+00:00
Tatmann9,all_are,2018-04-26 06:47:46+00:00
Tatmann9,oneofyen,2018-03-12 23:34:46+00:00
Tatmann9,oneofyen,2018-05-20 21:42:25+00:00
Tatmann9,oneofyen,2018-06-01 16:39:18+00:00
Tatmann9,tiagopeixoto,2017-09-13 16:03:41+00:00
Tatmann9,tiagopeixoto,2017-09-19 10:34:39+00:00
Tatmann9,tiagopeixoto,2018-01-09 19:41:31+00:00
TheRealShankar,NetContagions,2018-06-11 09:05:44+00:00
TheRealShankar,PiratePeel,2018-06-11 08:24:04+00:00
TheRealShankar,aaronclauset,2018-03-12 20:44:35+00:00
TheRealShankar,aaronclauset,2018-03-23 17:45:49+00:00
TheRealShankar,aaronclauset,2018-05-17 17:07:49+00:00
TheRealShankar,aaronclauset,2018-06-10 20:52:46+00:00
TheRealShankar,cosnet_bifi,2018-02-27 13:02:38+00:00
TheRealShankar,deaneckles,2018-03-31 00:16:04+00:00
TheRealShankar,deaneckles,2018-04-09 16:45:55+00:00
TheRealShankar,deaneckles,2018-04-11 02:59:20+00:00
TheRealShankar,fariba_k,2018-06-04 14:39:02+00:00
TheRealShankar,netsci2018,2018-05-30 11:00:22+00:00
TheRealShankar,netsci2018,2018-06-05 11:00:00+00:00
TheRealShankar,tiagopeixoto,2018-05-06 14:07:59+00:00
USC_ISI,ciro,2018-06-11 13:21:27+00:00
USC_ISI,jabawack,2018-03-26 15:31:38+00:00
USC_ISI,jabawack,2018-04-28 00:19:06+00:00
USC_ISI,jabawack,2018-05-04 20:38:03+00:00
USC_ISI,jabawack,2018-05-10 18:34:04+00:00
USC_ISI,jabawack,2018-05-17 15:52:05+00:00
USC_ISI,jabawack,2018-05-18 16:37:04+00:00
_AlexArenas,JacobBiamonte,2018-04-03 15:03:49+00:00
_AlexArenas,LHDnets,2018-05-25 16:54:30+00:00
_AlexArenas,PiratePeel,2018-04-03 05:18:51+00:00
_AlexArenas,PiratePeel,2018-05-11 12:36:40+00:00
_AlexArenas,PiratePeel,2018-06-03 17:48:01+00:00
_AlexArenas,aaronclauset,2018-05-17 17:07:49+00:00
_AlexArenas,anduviera,2018-05-06 22:26:25+00:00
_AlexArenas,anduviera,2018-05-14 20:45:02+00:00
_AlexArenas,anduviera,2018-06-02 14:18:57+00:00
_AlexArenas,cosnet_bifi,2018-04-11 10:33:56+00:00
_AlexArenas,cosnet_bifi,2018-04-23 08:28:55+00:00
_AlexArenas,cosnet_bifi,2018-05-08 09:59:42+00:00
_AlexArenas,fede7j,2018-06-10 07:53:31+00:00
_AlexArenas,manlius84,2018-04-03 08:26:35+00:00
_AlexArenas,manlius84,2018-04-03 08:31:06+00:00
_AlexArenas,manlius84,2018-04-26 17:55:31+00:00
_AlexArenas,manlius84,2018-06-08 17:03:42+00:00
_AlexArenas,martikagv,2018-04-03 07:11:25+00:00
_AlexArenas,martikagv,2018-04-30 22:24:44+00:00
_AlexArenas,martikagv,2018-05-18 13:17:33+00:00
_AlexArenas,vcolizza,2018-06-11 17:25:24+00:00
_jgyou,LHDnets,2018-06-09 08:36:35+00:00
_jgyou,LHDnets,2018-06-09 09:34:35+00:00
_jgyou,LHDnets,2018-06-10 14:26:00+00:00
_jgyou,LHDnets,2018-06-10 14:31:19+00:00
_jgyou,NetContagions,2018-06-11 09:23:20+00:00
_jgyou,NetContagions,2018-06-11 10:31:38+00:00
_jgyou,PiratePeel,2018-05-17 09:08:25+00:00
_jgyou,PiratePeel,2018-06-07 17:47:59+00:00
_jgyou,PiratePeel,2018-06-11 10:19:21+00:00
_jgyou,PiratePeel,2018-06-11 13:39:11+00:00
_jgyou,Tatmann9,2018-06-01 13:30:35+00:00
_jgyou,aaronclauset,2018-06-11 07:36:25+00:00
_jgyou,aaronclauset,2018-06-12 07:16:57+00:00
_jgyou,all_are,2018-06-11 12:34:55+00:00
_jgyou,juniperlov,2018-05-29 14:20:26+00:00
_jgyou,juniperlov,2018-06-05 16:40:51+00:00
_jgyou,mtizzoni,2018-06-11 14:12:52+00:00
_jgyou,net_science,2018-05-18 08:10:07+00:00
_jgyou,net_science,2018-05-18 20:40:31+00:00
_jgyou,net_science,2018-06-11 12:41:41+00:00
_jgyou,oneofyen,2018-05-18 17:31:49+00:00
_jgyou,oneofyen,2018-05-21 08:10:30+00:00
_jgyou,ryanjgallag,2018-05-22 22:55:54+00:00
_jgyou,ryanjgallag,2018-05-23 21:49:46+00:00
_jgyou,spornslab,2018-05-21 13:51:23+00:00
_jgyou,svscarpino,2018-05-19 15:48:17+00:00
_jgyou,svscarpino,2018-06-04 20:41:10+00:00
_jgyou,svscarpino,2018-06-10 11:04:51+00:00
_jgyou,tiagopeixoto,2018-05-17 19:32:44+00:00
_jgyou,tiagopeixoto,2018-05-22 12:20:04+00:00
_jgyou,tiagopeixoto,2018-06-12 07:02:16+00:00
_jgyou,tinaeliassi,2018-06-11 16:08:12+00:00
_jgyou,vcolizza,2018-06-11 11:13:56+00:00
a_baronca,Shugars,2018-04-27 15:07:06+00:00
a_baronca,aaronclauset,2018-05-17 17:07:49+00:00
a_baronca,aaronclauset,2018-05-28 19:41:34+00:00
a_baronca,fariba_k,2018-06-04 14:39:02+00:00
a_baronca,fariba_k,2018-06-08 07:43:20+00:00
a_baronca,net_science,2018-04-09 18:21:38+00:00
a_baronca,net_science,2018-04-25 12:35:21+00:00
a_baronca,net_science,2018-06-08 06:52:47+00:00
a_baronca,tinaeliassi,2018-04-27 15:10:30+00:00
a_baronca,tinaeliassi,2018-05-09 18:55:55+00:00
aaronclauset,GuidoCaldarelli,2018-06-09 19:13:51+00:00
aaronclauset,GuidoCaldarelli,2018-06-11 20:27:04+00:00
aaronclauset,IceLab_umea,2018-06-11 12:30:00+00:00
aaronclauset,IceLab_umea,2018-06-12 06:00:00+00:00
aaronclauset,PiratePeel,2018-06-11 08:24:04+00:00
aaronclauset,PiratePeel,2018-06-11 10:19:21+00:00
aaronclauset,PiratePeel,2018-06-11 12:57:21+00:00
aaronclauset,PiratePeel,2018-06-11 13:39:11+00:00
aaronclauset,PiratePeel,2018-06-11 15:37:06+00:00
aaronclauset,PiratePeel,2018-06-11 20:19:50+00:00
aaronclauset,Shugars,2018-06-07 13:28:20+00:00
aaronclauset,Shugars,2018-06-09 18:42:03+00:00
aaronclauset,a_baronca,2018-06-08 06:51:46+00:00
aaronclauset,bansallab,2018-06-10 17:47:35+00:00
aaronclauset,ciro,2018-06-08 13:25:41+00:00
aaronclauset,lucpappalard,2018-06-08 07:10:28+00:00
aaronclauset,lucpappalard,2018-06-11 06:46:30+00:00
aaronclauset,lucpappalard,2018-06-11 09:40:41+00:00
aaronclauset,lucpappalard,2018-06-11 12:17:32+00:00
aaronclauset,manlius84,2018-06-08 17:03:42+00:00
aaronclauset,mtizzoni,2018-06-08 13:28:18+00:00
aaronclauset,mtizzoni,2018-06-11 10:13:55+00:00
aaronclauset,narnolddd,2018-06-11 19:26:42+00:00
aaronclauset,net_science,2018-06-11 12:41:41+00:00
aaronclauset,oneofyen,2018-06-11 16:19:07+00:00
aaronclauset,robysinatra,2018-06-11 12:57:21+00:00
aaronclauset,spornslab,2018-06-10 13:33:57+00:00
aaronclauset,tiagopeixoto,2018-06-12 06:59:01+00:00
aaronclauset,tinaeliassi,2018-06-11 15:48:04+00:00
aaronclauset,tinaeliassi,2018-06-11 16:08:12+00:00
aaronclauset,vcolizza,2018-06-09 15:02:36+00:00
aaronclauset,vcolizza,2018-06-11 11:13:56+00:00
all_are,KoljaKleineberg,2018-04-24 15:18:32+00:00
all_are,LHDnets,2018-05-08 18:19:24+00:00
all_are,LHDnets,2018-05-25 16:54:30+00:00
all_are,LHDnets,2018-06-09 09:34:35+00:00
all_are,NetContagions,2018-06-11 08:01:50+00:00
all_are,NetContagions,2018-06-11 12:33:13+00:00
all_are,SophieMeakin,2018-06-05 17:32:50+00:00
all_are,_jgyou,2018-05-18 17:54:36+00:00
all_are,_jgyou,2018-05-18 17:55:19+00:00
all_are,_jgyou,2018-05-18 17:56:04+00:00
all_are,cosnet_bifi,2018-04-25 08:12:27+00:00
all_are,fariba_k,2018-06-04 14:39:02+00:00
all_are,juniperlov,2018-05-17 01:52:11+00:00
all_are,manlius84,2018-04-21 18:15:29+00:00
all_are,net_science,2018-05-10 12:25:33+00:00
all_are,net_science,2018-05-24 18:35:32+00:00
all_are,ryanjgallag,2018-05-04 11:19:09+00:00
all_are,svscarpino,2018-05-13 17:35:38+00:00
all_are,svscarpino,2018-05-14 14:35:57+00:00
all_are,svscarpino,2018-06-09 20:51:14+00:00
all_are,vcolizza,2018-06-11 11:13:56+00:00
amarchenkova,JacobBiamonte,2018-05-15 20:53:31+00:00
amarchenkova,JacobBiamonte,2018-05-18 20:44:48+00:00
amarchenkova,JacobBiamonte,2018-05-18 22:02:43+00:00
amarchenkova,JacobBiamonte,2018-06-11 18:15:03+00:00
anduviera,KoljaKleineberg,2018-06-11 14:17:24+00:00
anduviera,_AlexArenas,2018-06-08 08:01:56+00:00
anduviera,_AlexArenas,2018-06-08 09:37:35+00:00
anduviera,cosnet_bifi,2018-06-04 08:26:15+00:00
anduviera,emanudelfava,2018-06-11 10:27:57+00:00
anduviera,manlius84,2018-06-07 16:16:12+00:00
anduviera,mattk7,2018-06-08 23:22:26+00:00
anduviera,robysinatra,2018-06-11 12:57:21+00:00
baldellino,GuidoCaldarelli,2017-08-18 12:08:42+00:00
baldellino,baldellino,2012-10-28 08:51:40+00:00
baldellino,baldellino,2013-02-28 21:11:58+00:00
baldellino,baldellino,2014-08-04 13:56:14+00:00
bansallab,NetContagions,2018-06-11 09:05:44+00:00
bansallab,NetContagions,2018-06-11 12:33:13+00:00
bansallab,SamuelJenness,2018-06-11 12:47:46+00:00
bansallab,ewancolman,2018-05-16 20:11:15+00:00
bansallab,ewancolman,2018-05-22 19:43:06+00:00
bansallab,ewancolman,2018-05-29 16:12:05+00:00
bansallab,ewancolman,2018-06-01 02:46:50+00:00
bansallab,mtizzoni,2018-05-15 13:59:45+00:00
bansallab,pratha_sah,2018-05-18 15:52:14+00:00
bansallab,svscarpino,2018-05-17 16:18:22+00:00
bansallab,svscarpino,2018-05-31 11:21:16+00:00
bansallab,svscarpino,2018-06-11 10:03:04+00:00
bansallab,svscarpino,2018-06-11 18:52:29+00:00
bansallab,vcolizza,2018-05-25 21:37:59+00:00
bansallab,vcolizza,2018-06-10 11:23:18+00:00
bansallab,vcolizza,2018-06-11 11:13:56+00:00
bansallab,vcolizza,2018-06-12 06:52:40+00:00
bigdatatales,DAPSworkshop,2016-05-09 14:28:35+00:00
bigdatatales,lucpappalard,2015-09-10 10:35:21+00:00
bigdatatales,lucpappalard,2015-09-10 10:39:56+00:00
bigdatatales,lucpappalard,2015-09-10 14:33:20+00:00
bigdatatales,lucpappalard,2015-09-11 18:37:13+00:00
bigdatatales,lucpappalard,2015-09-11 18:50:37+00:00
bigdatatales,lucpappalard,2015-09-12 07:47:42+00:00
bigdatatales,lucpappalard,2015-09-12 17:36:16+00:00
bigdatatales,lucpappalard,2015-09-12 18:49:50+00:00
bigdatatales,lucpappalard,2015-09-12 19:02:07+00:00
bigdatatales,lucpappalard,2015-09-21 12:20:53+00:00
bigdatatales,lucpappalard,2015-09-23 08:53:03+00:00
bigdatatales,lucpappalard,2015-10-10 22:58:20+00:00
bigdatatales,lucpappalard,2015-10-14 08:10:00+00:00
bigdatatales,lucpappalard,2015-12-15 04:45:28+00:00
bigdatatales,lucpappalard,2015-12-20 13:43:58+00:00
bigdatatales,lucpappalard,2016-06-14 18:03:22+00:00
bigdatatales,lucpappalard,2016-07-01 06:10:05+00:00
bigdatatales,lucpappalard,2016-07-01 06:15:27+00:00
bigdatatales,lucpappalard,2016-07-01 10:37:30+00:00
bigdatatales,lucpappalard,2016-07-08 23:01:55+00:00
bigdatatales,lucpappalard,2016-07-24 10:57:50+00:00
bigdatatales,lucpappalard,2016-08-01 16:02:20+00:00
bigdatatales,lucpappalard,2016-09-30 15:03:36+00:00
bigdatatales,lucpappalard,2016-10-06 09:01:04+00:00
bigdatatales,lucpappalard,2016-10-08 09:29:21+00:00
bigdatatales,lucpappalard,2017-06-06 13:20:06+00:00
bigdatatales,lucpappalard,2018-05-20 22:21:17+00:00
bigdatatales,mesosbrodleto,2015-09-13 20:55:59+00:00
bigdatatales,mesosbrodleto,2015-09-26 17:56:28+00:00
bigdatatales,mesosbrodleto,2015-10-13 11:52:53+00:00
bigdatatales,mesosbrodleto,2015-10-20 09:57:57+00:00
bigdatatales,mesosbrodleto,2015-11-01 16:23:38+00:00
bigdatatales,mesosbrodleto,2015-11-30 22:37:51+00:00
bigdatatales,mesosbrodleto,2016-04-20 09:03:17+00:00
bigdatatales,mesosbrodleto,2016-05-02 13:33:47+00:00
bigdatatales,mesosbrodleto,2016-06-14 20:30:50+00:00
bigdatatales,mesosbrodleto,2016-06-18 08:28:54+00:00
bigdatatales,mesosbrodleto,2016-06-27 12:05:30+00:00
bigdatatales,mesosbrodleto,2016-07-26 14:57:09+00:00
bigdatatales,mesosbrodleto,2016-08-25 18:04:47+00:00
bigdatatales,mesosbrodleto,2016-09-11 20:58:14+00:00
bigdatatales,mesosbrodleto,2016-09-30 08:53:51+00:00
bigdatatales,mesosbrodleto,2016-10-05 21:44:56+00:00
bigdatatales,mesosbrodleto,2016-10-09 17:19:31+00:00
bigdatatales,mesosbrodleto,2016-10-17 14:05:20+00:00
bigdatatales,mesosbrodleto,2017-03-16 08:55:10+00:00
bigdatatales,mesosbrodleto,2017-06-05 17:29:49+00:00
bigdatatales,mesosbrodleto,2017-07-04 07:35:18+00:00
bigdatatales,mesosbrodleto,2017-07-20 19:09:12+00:00
bigdatatales,mesosbrodleto,2017-10-16 17:08:43+00:00
bigdatatales,mesosbrodleto,2018-01-09 14:41:36+00:00
bigdatatales,mesosbrodleto,2018-01-12 07:43:27+00:00
bigdatatales,mesosbrodleto,2018-02-03 17:18:38+00:00
bigdatatales,mesosbrodleto,2018-02-26 20:39:39+00:00
bigdatatales,mesosbrodleto,2018-03-19 20:46:34+00:00
bigdatatales,mesosbrodleto,2018-03-20 21:33:26+00:00
bigdatatales,mesosbrodleto,2018-06-02 10:52:41+00:00
bigdatatales,robysinatra,2016-07-12 14:05:59+00:00
christinina13,christinina13,2018-02-09 01:46:06+00:00
christinina13,dstan151,2018-01-12 12:22:28+00:00
christinina13,dstan151,2018-01-24 17:52:02+00:00
christinina13,dstan151,2018-01-24 17:56:02+00:00
christinina13,dstan151,2018-01-25 17:08:05+00:00
christinina13,dstan151,2018-02-08 21:51:17+00:00
christinina13,dstan151,2018-02-09 14:36:07+00:00
christinina13,dstan151,2018-02-19 04:12:35+00:00
christinina13,dstan151,2018-02-20 18:44:47+00:00
christinina13,dstan151,2018-02-20 19:03:16+00:00
christinina13,dstan151,2018-02-22 20:20:16+00:00
christinina13,dstan151,2018-02-28 19:11:29+00:00
christinina13,dstan151,2018-03-01 18:36:54+00:00
christinina13,dstan151,2018-03-02 20:18:42+00:00
christinina13,dstan151,2018-03-10 04:08:12+00:00
christinina13,dstan151,2018-03-19 17:49:09+00:00
christinina13,dstan151,2018-03-27 17:06:44+00:00
christinina13,dstan151,2018-03-28 00:25:27+00:00
christinina13,dstan151,2018-04-27 01:26:28+00:00
christinina13,dstan151,2018-05-01 02:02:56+00:00
christinina13,dstan151,2018-05-02 23:16:13+00:00
ciro,GuidoCaldarelli,2018-06-11 11:30:54+00:00
ciro,GuidoCaldarelli,2018-06-11 19:45:48+00:00
ciro,GuidoCaldarelli,2018-06-11 20:27:04+00:00
ciro,GuidoCaldarelli,2018-06-12 05:14:13+00:00
ciro,ISI_Fondazione,2018-06-11 07:45:07+00:00
ciro,ISI_Fondazione,2018-06-11 14:05:43+00:00
ciro,IacopoIacopini,2018-06-11 14:11:27+00:00
ciro,MilleNeige,2018-06-11 10:34:51+00:00
ciro,MilleNeige,2018-06-11 15:28:46+00:00
ciro,NetContagions,2018-06-11 06:58:42+00:00
ciro,NetContagions,2018-06-11 07:10:46+00:00
ciro,NetContagions,2018-06-11 08:01:50+00:00
ciro,NetContagions,2018-06-11 09:05:44+00:00
ciro,NetContagions,2018-06-11 12:33:13+00:00
ciro,PLOSONE,2018-06-11 14:15:15+00:00
ciro,PiratePeel,2018-06-11 08:24:04+00:00
ciro,PiratePeel,2018-06-11 13:39:11+00:00
ciro,SamuelJenness,2018-06-11 12:47:46+00:00
ciro,TheRealShankar,2018-06-10 15:19:08+00:00
ciro,a_baronca,2018-06-10 12:47:48+00:00
ciro,a_baronca,2018-06-11 13:18:08+00:00
ciro,aaronclauset,2018-06-12 07:16:57+00:00
ciro,bansallab,2018-06-11 17:43:20+00:00
ciro,cosnet_bifi,2018-06-10 13:08:29+00:00
ciro,cosnet_bifi,2018-06-11 17:02:57+00:00
ciro,cosnet_bifi,2018-06-11 19:50:12+00:00
ciro,elisa_omodei,2018-06-11 13:36:11+00:00
ciro,emanudelfava,2018-06-11 07:19:48+00:00
ciro,emanudelfava,2018-06-11 14:10:18+00:00
ciro,ewancolman,2018-06-11 16:27:08+00:00
ciro,fede7j,2018-06-11 06:08:35+00:00
ciro,jabawack,2018-06-10 18:12:04+00:00
ciro,juniperlov,2018-06-11 14:12:44+00:00
ciro,leoferres,2018-06-11 04:39:42+00:00
ciro,leoferres,2018-06-11 18:45:20+00:00
ciro,lucpappalard,2018-06-11 09:40:41+00:00
ciro,mtizzoni,2018-06-10 13:04:23+00:00
ciro,mtizzoni,2018-06-11 10:47:58+00:00
ciro,mtizzoni,2018-06-11 13:23:55+00:00
ciro,net_science,2018-06-11 12:41:41+00:00
ciro,oneofyen,2018-06-11 16:19:07+00:00
ciro,ryanjgallag,2018-06-10 14:25:53+00:00
ciro,spornslab,2018-06-10 13:33:57+00:00
ciro,svscarpino,2018-06-10 11:04:51+00:00
ciro,svscarpino,2018-06-11 08:14:14+00:00
ciro,svscarpino,2018-06-11 10:03:04+00:00
ciro,svscarpino,2018-06-11 10:50:55+00:00
ciro,svscarpino,2018-06-11 10:53:59+00:00
ciro,tinaeliassi,2018-06-11 15:48:04+00:00
ciro,tinaeliassi,2018-06-11 16:08:12+00:00
ciro,vcolizza,2018-06-10 11:23:18+00:00
ciro,vcolizza,2018-06-10 15:06:02+00:00
ciro,vcolizza,2018-06-10 16:38:36+00:00
ciro,vcolizza,2018-06-10 17:16:55+00:00
ciro,vcolizza,2018-06-11 11:13:56+00:00
ciro,vcolizza,2018-06-12 05:02:03+00:00
coletti_pietro,IacopoIacopini,2017-10-06 12:32:45+00:00
coletti_pietro,IacopoIacopini,2018-01-24 15:23:38+00:00
coletti_pietro,IacopoIacopini,2018-01-25 11:30:21+00:00
coletti_pietro,IacopoIacopini,2018-04-10 10:37:17+00:00
coletti_pietro,NetContagions,2018-06-11 09:23:20+00:00
coletti_pietro,PiratePeel,2018-01-18 20:30:24+00:00
coletti_pietro,PiratePeel,2018-03-20 11:07:38+00:00
coletti_pietro,RowlandKao,2017-11-23 11:22:10+00:00
coletti_pietro,bansallab,2017-10-27 21:35:50+00:00
coletti_pietro,bansallab,2017-11-29 15:57:53+00:00
coletti_pietro,ciro,2017-09-22 17:11:48+00:00
coletti_pietro,cosnet_bifi,2017-09-21 21:48:55+00:00
coletti_pietro,cosnet_bifi,2017-09-22 15:09:23+00:00
coletti_pietro,cosnet_bifi,2017-09-26 14:25:58+00:00
coletti_pietro,cosnet_bifi,2017-10-03 11:31:44+00:00
coletti_pietro,cosnet_bifi,2018-02-05 15:01:24+00:00
coletti_pietro,cosnet_bifi,2018-03-22 07:22:11+00:00
coletti_pietro,cosnet_bifi,2018-03-24 12:18:08+00:00
coletti_pietro,cosnet_bifi,2018-06-11 17:02:57+00:00
coletti_pietro,emanudelfava,2017-11-29 11:04:09+00:00
coletti_pietro,eugeValdano,2018-05-08 07:15:30+00:00
coletti_pietro,lucpappalard,2017-09-29 06:23:53+00:00
coletti_pietro,lucpappalard,2017-10-15 13:02:11+00:00
coletti_pietro,lucpappalard,2017-10-18 09:42:43+00:00
coletti_pietro,lucpappalard,2017-10-27 19:21:56+00:00
coletti_pietro,lucpappalard,2017-10-27 19:37:11+00:00
coletti_pietro,lucpappalard,2017-12-07 21:01:31+00:00
coletti_pietro,mszll,2017-09-25 12:24:55+00:00
coletti_pietro,mtizzoni,2017-09-22 14:58:51+00:00
coletti_pietro,mtizzoni,2017-10-18 13:42:36+00:00
coletti_pietro,mtizzoni,2018-03-22 15:04:45+00:00
coletti_pietro,mtizzoni,2018-04-16 16:01:22+00:00
coletti_pietro,netsci2018,2018-01-10 09:19:35+00:00
coletti_pietro,pratha_sah,2018-03-15 15:08:10+00:00
coletti_pietro,robysinatra,2017-10-25 12:43:51+00:00
coletti_pietro,rosgian84,2017-10-27 14:07:06+00:00
coletti_pietro,svscarpino,2017-09-21 17:24:29+00:00
coletti_pietro,svscarpino,2017-09-28 17:50:23+00:00
coletti_pietro,svscarpino,2017-10-25 12:57:38+00:00
coletti_pietro,svscarpino,2018-01-25 12:06:20+00:00
coletti_pietro,svscarpino,2018-06-11 10:03:04+00:00
coletti_pietro,vcolizza,2017-09-24 10:42:38+00:00
coletti_pietro,vcolizza,2017-09-25 18:24:45+00:00
coletti_pietro,vcolizza,2017-09-27 10:22:51+00:00
coletti_pietro,vcolizza,2017-11-16 14:19:12+00:00
coletti_pietro,vcolizza,2017-11-29 13:58:45+00:00
coletti_pietro,vcolizza,2018-01-25 11:30:49+00:00
coletti_pietro,vcolizza,2018-06-08 09:26:43+00:00
coletti_pietro,vcolizza,2018-06-11 11:13:56+00:00
cosnet_bifi,CGraciaLazaro,2018-05-11 09:20:37+00:00
cosnet_bifi,CGraciaLazaro,2018-05-15 07:25:36+00:00
cosnet_bifi,CGraciaLazaro,2018-06-01 07:45:11+00:00
cosnet_bifi,FrancescoBonchi,2018-05-25 14:17:45+00:00
cosnet_bifi,GuidoCaldarelli,2018-05-07 13:07:21+00:00
cosnet_bifi,GuidoCaldarelli,2018-06-11 19:45:48+00:00
cosnet_bifi,ISI_Fondazione,2018-06-08 10:53:20+00:00
cosnet_bifi,LHDnets,2018-06-11 16:57:45+00:00
cosnet_bifi,NetContagions,2018-06-11 06:58:42+00:00
cosnet_bifi,PLOSONE,2018-06-04 18:40:05+00:00
cosnet_bifi,PiratePeel,2018-05-06 10:46:31+00:00
cosnet_bifi,Sanz_Jq,2018-06-05 22:36:22+00:00
cosnet_bifi,a_baronca,2018-06-08 06:51:46+00:00
cosnet_bifi,aaronclauset,2018-05-14 15:35:37+00:00
cosnet_bifi,aaronclauset,2018-05-17 17:07:49+00:00
cosnet_bifi,anduviera,2018-06-08 18:43:49+00:00
cosnet_bifi,ciro,2018-05-25 23:19:47+00:00
cosnet_bifi,ciro,2018-06-08 13:25:41+00:00
cosnet_bifi,dan_marinazzo,2018-05-11 11:01:16+00:00
cosnet_bifi,juniperlov,2018-06-11 14:12:44+00:00
cosnet_bifi,mtizzoni,2018-05-18 08:33:52+00:00
cosnet_bifi,mtizzoni,2018-05-23 10:15:34+00:00
cosnet_bifi,mtizzoni,2018-06-08 13:28:18+00:00
cosnet_bifi,netsci2018,2018-05-25 15:36:42+00:00
cosnet_bifi,oneofyen,2018-06-10 16:22:29+00:00
cosnet_bifi,robysinatra,2018-06-11 12:57:21+00:00
cosnet_bifi,ryanjgallag,2018-05-17 15:33:31+00:00
cosnet_bifi,ryanjgallag,2018-05-22 22:55:54+00:00
cosnet_bifi,svscarpino,2018-05-28 08:41:05+00:00
